t	rho11	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	rho22	
1.3000000000e+01	9.9051938455e-01	1.1452654853e-02	9.4678825978e-02	1.1452654853e-02	-9.4678825978e-02	9.4806154467e-03	
1.4000000000e+01	9.8905653444e-01	1.3172484878e-02	1.0145469893e-01	1.3172484878e-02	-1.0145469893e-01	1.0943465561e-02	
1.5000000000e+01	9.8746380961e-01	1.5026323804e-02	1.0808496316e-01	1.5026323804e-02	-1.0808496316e-01	1.2536190395e-02	
1.6000000000e+01	9.8579619075e-01	1.6957440787e-02	1.1463126015e-01	1.6957440787e-02	-1.1463126015e-01	1.4203809253e-02	
1.7000000000e+01	9.8401134068e-01	1.9003070346e-02	1.2102702914e-01	1.9003070346e-02	-1.2102702914e-01	1.5988659321e-02	
1.8000000000e+01	9.8214584580e-01	2.1127474534e-02	1.2731924805e-01	2.1127474534e-02	-1.2731924805e-01	1.7854154198e-02	
1.9000000000e+01	9.8017670918e-01	2.3346684318e-02	1.3346098490e-01	2.3346684318e-02	-1.3346098490e-01	1.9823290822e-02	
2.0000000000e+01	9.7812086866e-01	2.5645205913e-02	1.3947683250e-01	2.5645205913e-02	-1.3947683250e-01	2.1879131342e-02	
2.1000000000e+01	9.7597596187e-01	2.8018982795e-02	1.4534781328e-01	2.8018982795e-02	-1.4534781328e-01	2.4024038125e-02	
2.2000000000e+01	9.7373785714e-01	3.0471505975e-02	1.5106720703e-01	3.0471505975e-02	-1.5106720703e-01	2.6262142860e-02	
2.3000000000e+01	9.7142628447e-01	3.2980339906e-02	1.5665364830e-01	3.2980339906e-02	-1.5665364830e-01	2.8573715527e-02	
2.4000000000e+01	9.6901449916e-01	3.5565983528e-02	1.6205873808e-01	3.5565983528e-02	-1.6205873808e-01	3.0985500838e-02	
2.5000000000e+01	9.6654583248e-01	3.8190200249e-02	1.6734984662e-01	3.8190200249e-02	-1.6734984662e-01	3.3454167521e-02	
2.6000000000e+01	9.6396941949e-01	4.0887483224e-02	1.7242504867e-01	4.0887483224e-02	-1.7242504867e-01	3.6030580506e-02	
2.7000000000e+01	9.6135356242e-01	4.3607578790e-02	1.7741299750e-01	4.3607578790e-02	-1.7741299750e-01	3.8646437581e-02	
2.8000000000e+01	9.5862201689e-01	4.6394583068e-02	1.8214503502e-01	4.6394583068e-02	-1.8214503502e-01	4.1377983114e-02	
2.9000000000e+01	9.5586906071e-01	4.9191544094e-02	1.8682486736e-01	4.9191544094e-02	-1.8682486736e-01	4.4130939286e-02	
3.0000000000e+01	9.5299229379e-01	5.2046081747e-02	1.9120281414e-01	5.2046081747e-02	-1.9120281414e-01	4.7007706207e-02	
3.1000000000e+01	9.5011236995e-01	5.4901678168e-02	1.9557227626e-01	5.4901678168e-02	-1.9557227626e-01	4.9887630046e-02	
3.2000000000e+01	9.4710068049e-01	5.7801466160e-02	1.9958759950e-01	5.7801466160e-02	-1.9958759950e-01	5.2899319506e-02	
3.3000000000e+01	9.4408899103e-01	6.0701254152e-02	2.0360292275e-01	6.0701254152e-02	-2.0360292275e-01	5.5911008967e-02	
3.4000000000e+01	9.4096785587e-01	6.3621348500e-02	2.0729350336e-01	6.3621348500e-02	-2.0729350336e-01	5.9032144135e-02	
3.5000000000e+01	9.3783189770e-01	6.6544193079e-02	2.1094010180e-01	6.6544193079e-02	-2.1094010180e-01	6.2168102301e-02	
3.6000000000e+01	9.3461456819e-01	6.9467861224e-02	2.1431926634e-01	6.9467861224e-02	-2.1431926634e-01	6.5385431814e-02	
3.7000000000e+01	9.3136531125e-01	7.2391852509e-02	2.1759349865e-01	7.2391852509e-02	-2.1759349865e-01	6.8634688750e-02	
3.8000000000e+01	9.2806146057e-01	7.5304997995e-02	2.2066791903e-01	7.5304997995e-02	-2.2066791903e-01	7.1938539426e-02	
3.9000000000e+01	9.2471014430e-01	7.8208713787e-02	2.2356861636e-01	7.8208713787e-02	-2.2356861636e-01	7.5289855695e-02	
4.0000000000e+01	9.2132890680e-01	8.1098889997e-02	2.2634638631e-01	8.1098889997e-02	-2.2634638631e-01	7.8671093197e-02	
4.1000000000e+01	9.1788698474e-01	8.3961605987e-02	2.2887484185e-01	8.3961605987e-02	-2.2887484185e-01	8.2113015262e-02	
4.2000000000e+01	9.1443686370e-01	8.6818010579e-02	2.3136505127e-01	8.6818010579e-02	-2.3136505127e-01	8.5563136302e-02	
4.3000000000e+01	9.1091593894e-01	8.9619911955e-02	2.3352497939e-01	8.9619911955e-02	-2.3352497939e-01	8.9084061060e-02	
4.4000000000e+01	9.0739501418e-01	9.2421813331e-02	2.3568490752e-01	9.2421813331e-02	-2.3568490752e-01	9.2604985819e-02	
4.5000000000e+01	9.0381649786e-01	9.5155694294e-02	2.3753476013e-01	9.5155694294e-02	-2.3753476013e-01	9.6183502141e-02	
4.6000000000e+01	9.0022825013e-01	9.7878081657e-02	2.3933221840e-01	9.7878081657e-02	-2.3933221840e-01	9.9771749870e-02	
4.7000000000e+01	8.9660743044e-01	1.0054374561e-01	2.4092235519e-01	1.0054374561e-01	-2.4092235519e-01	1.0339256956e-01	
4.8000000000e+01	8.9296353671e-01	1.0316922660e-01	2.4236562504e-01	1.0316922660e-01	-2.4236562504e-01	1.0703646329e-01	
4.9000000000e+01	8.8930670568e-01	1.0576157513e-01	2.4370791931e-01	1.0576157513e-01	-2.4370791931e-01	1.1069329432e-01	
5.0000000000e+01	8.8561875757e-01	1.0827423272e-01	2.4480734477e-01	1.0827423272e-01	-2.4480734477e-01	1.1438124243e-01	
5.1000000000e+01	8.8193080945e-01	1.1078689031e-01	2.4590677023e-01	1.1078689031e-01	-2.4590677023e-01	1.1806919055e-01	
5.2000000000e+01	8.7821086250e-01	1.1317487883e-01	2.4668097329e-01	1.1317487883e-01	-2.4668097329e-01	1.2178913750e-01	
5.3000000000e+01	8.7449028442e-01	1.1556040843e-01	2.4744876182e-01	1.1556040843e-01	-2.4744876182e-01	1.2550971558e-01	
5.4000000000e+01	8.7075584003e-01	1.1785561449e-01	2.4801110806e-01	1.1785561449e-01	-2.4801110806e-01	1.2924415997e-01	
5.5000000000e+01	8.6701381239e-01	1.2010142425e-01	2.4846110166e-01	1.2010142425e-01	-2.4846110166e-01	1.3298618761e-01	
5.6000000000e+01	8.6326870525e-01	1.2230342274e-01	2.4882303887e-01	1.2230342274e-01	-2.4882303887e-01	1.3673129475e-01	
5.7000000000e+01	8.5951609629e-01	1.2439869502e-01	2.4897046678e-01	1.2439869502e-01	-2.4897046678e-01	1.4048390371e-01	
5.8000000000e+01	8.5576348733e-01	1.2649396730e-01	2.4911789469e-01	1.2649396730e-01	-2.4911789469e-01	1.4423651267e-01	
5.9000000000e+01	8.5201080332e-01	1.2844339675e-01	2.4900371957e-01	1.2844339675e-01	-2.4900371957e-01	1.4798919668e-01	
6.0000000000e+01	8.4825811225e-01	1.3037911184e-01	2.4886494455e-01	1.3037911184e-01	-2.4886494455e-01	1.5174188775e-01	
6.1000000000e+01	8.4451057161e-01	1.3222895629e-01	2.4858769894e-01	1.3222895629e-01	-2.4858769894e-01	1.5548942839e-01	
6.2000000000e+01	8.4076788436e-01	1.3399788242e-01	2.4817996858e-01	1.3399788242e-01	-2.4817996858e-01	1.5923211564e-01	
6.3000000000e+01	8.3702701210e-01	1.3575089240e-01	2.4774904294e-01	1.3575089240e-01	-2.4774904294e-01	1.6297298790e-01	
6.4000000000e+01	8.3330396969e-01	1.3734754758e-01	2.4709025481e-01	1.3734754758e-01	-2.4709025481e-01	1.6669603031e-01	
6.5000000000e+01	8.2958092729e-01	1.3894420275e-01	2.4643146667e-01	1.3894420275e-01	-2.4643146667e-01	1.7041907271e-01	
6.6000000000e+01	8.2587648152e-01	1.4042725381e-01	2.4562251358e-01	1.4042725381e-01	-2.4562251358e-01	1.7412351848e-01	
6.7000000000e+01	8.2218226010e-01	1.4184784581e-01	2.4473100045e-01	1.4184784581e-01	-2.4473100045e-01	1.7781773990e-01	
6.8000000000e+01	8.1849447683e-01	1.4323785512e-01	2.4380274348e-01	1.4323785512e-01	-2.4380274348e-01	1.8150552317e-01	
6.9000000000e+01	8.1483777785e-01	1.4448020694e-01	2.4269708219e-01	1.4448020694e-01	-2.4269708219e-01	1.8516222215e-01	
7.0000000000e+01	8.1118107887e-01	1.4572255876e-01	2.4159142089e-01	1.4572255876e-01	-2.4159142089e-01	1.8881892113e-01	
7.1000000000e+01	8.0755499179e-01	1.4684523664e-01	2.4035495252e-01	1.4684523664e-01	-2.4035495252e-01	1.9244500821e-01	
7.2000000000e+01	8.0394403907e-01	1.4790874839e-01	2.3905381387e-01	1.4790874839e-01	-2.3905381387e-01	1.9605596093e-01	
7.3000000000e+01	8.0033980276e-01	1.4894984378e-01	2.3773027080e-01	1.4894984378e-01	-2.3773027080e-01	1.9966019724e-01	
7.4000000000e+01	7.9677840301e-01	1.4984797011e-01	2.3626383478e-01	1.4984797011e-01	-2.3626383478e-01	2.0322159699e-01	
7.5000000000e+01	7.9321700327e-01	1.5074609645e-01	2.3479739875e-01	1.5074609645e-01	-2.3479739875e-01	2.0678299673e-01	
7.6000000000e+01	7.8969413019e-01	1.5152863725e-01	2.3322487849e-01	1.5152863725e-01	-2.3322487849e-01	2.1030586981e-01	
7.7000000000e+01	7.8619434497e-01	1.5224865326e-01	2.3159751909e-01	1.5224865326e-01	-2.3159751909e-01	2.1380565503e-01	
7.8000000000e+01	7.8271558816e-01	1.5291277252e-01	2.2992157345e-01	1.5291277252e-01	-2.2992157345e-01	2.1728441184e-01	
7.9000000000e+01	7.7926354048e-01	1.5350868674e-01	2.2819117872e-01	1.5350868674e-01	-2.2819117872e-01	2.2073645952e-01	
8.0000000000e+01	7.7583259910e-01	1.5405183043e-01	2.2641901579e-01	1.5405183043e-01	-2.2641901579e-01	2.2416740090e-01	
8.1000000000e+01	7.7244092679e-01	1.5450651514e-01	2.2458000281e-01	1.5450651514e-01	-2.2458000281e-01	2.2755907321e-01	
8.2000000000e+01	7.6906986296e-01	1.5491788902e-01	2.2271092203e-01	1.5491788902e-01	-2.2271092203e-01	2.3093013704e-01	
8.3000000000e+01	7.6572441885e-01	1.5527542048e-01	2.2080446208e-01	1.5527542048e-01	-2.2080446208e-01	2.3427558115e-01	
8.4000000000e+01	7.6240926340e-01	1.5553509817e-01	2.1883161344e-01	1.5553509817e-01	-2.1883161344e-01	2.3759073660e-01	
8.5000000000e+01	7.5912635111e-01	1.5575062756e-01	2.1683188425e-01	1.5575062756e-01	-2.1683188425e-01	2.4087364889e-01	
8.6000000000e+01	7.5587587565e-01	1.5590961819e-01	2.1479873244e-01	1.5590961819e-01	-2.1479873244e-01	2.4412412435e-01	
8.7000000000e+01	7.5265898743e-01	1.5600772530e-01	2.1273100293e-01	1.5600772530e-01	-2.1273100293e-01	2.4734101257e-01	
8.8000000000e+01	7.4947519684e-01	1.5604907148e-01	2.1063357128e-01	1.5604907148e-01	-2.1063357128e-01	2.5052480316e-01	
8.9000000000e+01	7.4631370297e-01	1.5605217983e-01	2.0851613036e-01	1.5605217983e-01	-2.0851613036e-01	2.5368629703e-01	
9.0000000000e+01	7.4318567719e-01	1.5600072678e-01	2.0637259812e-01	1.5600072678e-01	-2.0637259812e-01	2.5681432281e-01	
9.1000000000e+01	7.4008753853e-01	1.5590150045e-01	2.0420687599e-01	1.5590150045e-01	-2.0420687599e-01	2.5991246147e-01	
9.2000000000e+01	7.3703074114e-01	1.5573980367e-01	2.0201467772e-01	1.5573980367e-01	-2.0201467772e-01	2.6296925886e-01	
9.3000000000e+01	7.3400027802e-01	1.5553891261e-01	1.9980649123e-01	1.5553891261e-01	-1.9980649123e-01	2.6599972198e-01	
9.4000000000e+01	7.3100722247e-01	1.5528508894e-01	1.9757863505e-01	1.5528508894e-01	-1.9757863505e-01	2.6899277753e-01	
9.5000000000e+01	7.2804754543e-01	1.5498698269e-01	1.9533658040e-01	1.5498698269e-01	-1.9533658040e-01	2.7195245457e-01	
9.6000000000e+01	7.2512130343e-01	1.5464549506e-01	1.9308149187e-01	1.5464549506e-01	-1.9308149187e-01	2.7487869657e-01	
9.7000000000e+01	7.2223053588e-01	1.5425986371e-01	1.9081462553e-01	1.5425986371e-01	-1.9081462553e-01	2.7776946412e-01	
9.8000000000e+01	7.1936792839e-01	1.5384001066e-01	1.8853930629e-01	1.5384001066e-01	-1.8853930629e-01	2.8063207161e-01	
9.9000000000e+01	7.1654452000e-01	1.5337430117e-01	1.8625416684e-01	1.5337430117e-01	-1.8625416684e-01	2.8345548000e-01	
1.0000000000e+02	7.1375857309e-01	1.5286707091e-01	1.8396202071e-01	1.5286707091e-01	-1.8396202071e-01	2.8624142691e-01	
1.0100000000e+02	7.1100255812e-01	1.5232801465e-01	1.8166586815e-01	1.5232801465e-01	-1.8166586815e-01	2.8899744188e-01	
1.0200000000e+02	7.0828236948e-01	1.5175201078e-01	1.7936627197e-01	1.5175201078e-01	-1.7936627197e-01	2.9171763052e-01	
1.0300000000e+02	7.0559591638e-01	1.5114197502e-01	1.7706303385e-01	1.5114197502e-01	-1.7706303385e-01	2.9440408362e-01	
1.0400000000e+02	7.0294496141e-01	1.5049780360e-01	1.7475820981e-01	1.5049780360e-01	-1.7475820981e-01	2.9705503859e-01	
1.0500000000e+02	7.0032554055e-01	1.4982492367e-01	1.7245405291e-01	1.4982492367e-01	-1.7245405291e-01	2.9967445945e-01	
1.0600000000e+02	6.9774894957e-01	1.4911475832e-01	1.7015260230e-01	1.4911475832e-01	-1.7015260230e-01	3.0225105043e-01	
1.0700000000e+02	6.9519986087e-01	1.4838139903e-01	1.6785264602e-01	1.4838139903e-01	-1.6785264602e-01	3.0480013913e-01	
1.0800000000e+02	6.9268926904e-01	1.4761691340e-01	1.6555677972e-01	1.4761691340e-01	-1.6555677972e-01	3.0731073096e-01	
1.0900000000e+02	6.9020851467e-01	1.4682962008e-01	1.6326592603e-01	1.4682962008e-01	-1.6326592603e-01	3.0979148533e-01	
1.1000000000e+02	6.8777717914e-01	1.4600641675e-01	1.6098548027e-01	1.4600641675e-01	-1.6098548027e-01	3.1222282086e-01	
1.1100000000e+02	6.8535696239e-01	1.4517547139e-01	1.5870707002e-01	1.4517547139e-01	-1.5870707002e-01	3.1464303761e-01	
1.1200000000e+02	6.8298178694e-01	1.4431316361e-01	1.5643690552e-01	1.4431316361e-01	-1.5643690552e-01	3.1701821306e-01	
1.1300000000e+02	6.8064667604e-01	1.4342549740e-01	1.5417794036e-01	1.4342549740e-01	-1.5417794036e-01	3.1935332396e-01	
1.1400000000e+02	6.7834066540e-01	1.4252041552e-01	1.5192847307e-01	1.4252041552e-01	-1.5192847307e-01	3.2165933460e-01	
1.1500000000e+02	6.7606437346e-01	1.4159788785e-01	1.4968916767e-01	1.4159788785e-01	-1.4968916767e-01	3.2393562654e-01	
1.1600000000e+02	6.7382392306e-01	1.4065490502e-01	1.4745718272e-01	1.4065490502e-01	-1.4745718272e-01	3.2617607694e-01	
1.1700000000e+02	6.7161876618e-01	1.3969352450e-01	1.4523891548e-01	1.3969352450e-01	-1.4523891548e-01	3.2838123382e-01	
1.1800000000e+02	6.6944995203e-01	1.3871440152e-01	1.4303637763e-01	1.3871440152e-01	-1.4303637763e-01	3.3055004797e-01	
1.1900000000e+02	6.6731591794e-01	1.3771930745e-01	1.4084923711e-01	1.3771930745e-01	-1.4084923711e-01	3.3268408206e-01	
1.2000000000e+02	6.6520811983e-01	1.3671240042e-01	1.3867384868e-01	1.3671240042e-01	-1.3867384868e-01	3.3479188017e-01	
1.2100000000e+02	6.6313334216e-01	1.3569186761e-01	1.3651315814e-01	1.3569186761e-01	-1.3651315814e-01	3.3686665784e-01	
1.2200000000e+02	6.6108982412e-01	1.3465887533e-01	1.3436739407e-01	1.3465887533e-01	-1.3436739407e-01	3.3891017588e-01	
1.2300000000e+02	6.5908635569e-01	1.3361098873e-01	1.3224321411e-01	1.3361098873e-01	-1.3224321411e-01	3.4091364431e-01	
1.2400000000e+02	6.5710545078e-01	1.3255560555e-01	1.3012942674e-01	1.3255560555e-01	-1.3012942674e-01	3.4289454922e-01	
1.2500000000e+02	6.5515693343e-01	1.3148966679e-01	1.2803118624e-01	1.3148966679e-01	-1.2803118624e-01	3.4484306657e-01	
1.2600000000e+02	6.5324308879e-01	1.3041334817e-01	1.2595241550e-01	1.3041334817e-01	-1.2595241550e-01	3.4675691121e-01	
1.2700000000e+02	6.5136476441e-01	1.2932737928e-01	1.2389489023e-01	1.2932737928e-01	-1.2389489023e-01	3.4863523559e-01	
1.2800000000e+02	6.4951491905e-01	1.2823430302e-01	1.2185520038e-01	1.2823430302e-01	-1.2185520038e-01	3.5048508095e-01	
1.2900000000e+02	6.4768683133e-01	1.2713591375e-01	1.1982928536e-01	1.2713591375e-01	-1.1982928536e-01	3.5231316867e-01	
1.3000000000e+02	6.4589846101e-01	1.2602948371e-01	1.1782656984e-01	1.2602948371e-01	-1.1782656984e-01	3.5410153899e-01	
1.3100000000e+02	6.4414072940e-01	1.2491726406e-01	1.1584469959e-01	1.2491726406e-01	-1.1584469959e-01	3.5585927060e-01	
1.3200000000e+02	6.4241220544e-01	1.2380009649e-01	1.1388328724e-01	1.2380009649e-01	-1.1388328724e-01	3.5758779456e-01	
1.3300000000e+02	6.4070566529e-01	1.2267936160e-01	1.1193739342e-01	1.2267936160e-01	-1.1193739342e-01	3.5929433471e-01	
1.3400000000e+02	6.3903466215e-01	1.2155433199e-01	1.1001549068e-01	1.2155433199e-01	-1.1001549068e-01	3.6096533785e-01	
1.3500000000e+02	6.3739434761e-01	1.2042588865e-01	1.0811629503e-01	1.2042588865e-01	-1.0811629503e-01	3.6260565239e-01	
1.3600000000e+02	6.3577685518e-01	1.1929518567e-01	1.0623461311e-01	1.1929518567e-01	-1.0623461311e-01	3.6422314482e-01	
1.3700000000e+02	6.3419468034e-01	1.1816144547e-01	1.0438062001e-01	1.1816144547e-01	-1.0438062001e-01	3.6580531966e-01	
1.3800000000e+02	6.3263180015e-01	1.1702707216e-01	1.0254091288e-01	1.1702707216e-01	-1.0254091288e-01	3.6736819985e-01	
1.3900000000e+02	6.3109741844e-01	1.1589177860e-01	1.0072275166e-01	1.1589177860e-01	-1.0072275166e-01	3.6890258156e-01	
1.4000000000e+02	6.2959520580e-01	1.1475552339e-01	9.8931228114e-02	1.1475552339e-01	-9.8931228114e-02	3.7040479420e-01	
1.4100000000e+02	6.2812276860e-01	1.1361868171e-01	9.7165833193e-02	1.1361868171e-01	-9.7165833193e-02	3.7187723140e-01	
1.4200000000e+02	6.2666304325e-01	1.1248167162e-01	9.5411493786e-02	1.1248167162e-01	-9.5411493786e-02	3.7333695675e-01	
1.4300000000e+02	6.2524052920e-01	1.1134747326e-01	9.3685509152e-02	1.1134747326e-01	-9.3685509152e-02	3.7475947080e-01	
1.4400000000e+02	6.2384300526e-01	1.1021418814e-01	9.1982267531e-02	1.1021418814e-01	-9.1982267531e-02	3.7615699474e-01	
1.4500000000e+02	6.2247122186e-01	1.0908216269e-01	9.0302884201e-02	1.0908216269e-01	-9.0302884201e-02	3.7752877814e-01	
1.4600000000e+02	6.2112304825e-01	1.0795162539e-01	8.8645730081e-02	1.0795162539e-01	-8.8645730081e-02	3.7887695175e-01	
1.4700000000e+02	6.1979966711e-01	1.0682290052e-01	8.7012151007e-02	1.0682290052e-01	-8.7012151007e-02	3.8020033289e-01	
1.4800000000e+02	6.1849990515e-01	1.0569731899e-01	8.5400247270e-02	1.0569731899e-01	-8.5400247270e-02	3.8150009485e-01	
1.4900000000e+02	6.1722583358e-01	1.0457491452e-01	8.3813060275e-02	1.0457491452e-01	-8.3813060275e-02	3.8277416642e-01	
1.5000000000e+02	6.1596956790e-01	1.0345457553e-01	8.2243647997e-02	1.0345457553e-01	-8.2243647997e-02	3.8403043210e-01	
1.5100000000e+02	6.1475066425e-01	1.0233902309e-01	8.0712734830e-02	1.0233902309e-01	-8.0712734830e-02	3.8524933575e-01	
1.5200000000e+02	6.1353996922e-01	1.0122524903e-01	7.9189854412e-02	1.0122524903e-01	-7.9189854412e-02	3.8646003078e-01	
1.5300000000e+02	6.1235624029e-01	1.0011737072e-01	7.7693330903e-02	1.0011737072e-01	-7.7693330903e-02	3.8764375971e-01	
1.5400000000e+02	6.1120011826e-01	9.9014529085e-02	7.6226392659e-02	9.9014529085e-02	-7.6226392659e-02	3.8879988174e-01	
1.5500000000e+02	6.1006404821e-01	9.7915483970e-02	7.4781536775e-02	9.7915483970e-02	-7.4781536775e-02	3.8993595179e-01	
1.5600000000e+02	6.0894203853e-01	9.6819112684e-02	7.3352215283e-02	9.6819112684e-02	-7.3352215283e-02	3.9105796147e-01	
1.5700000000e+02	6.0784930167e-01	9.5731255276e-02	7.1953831365e-02	9.5731255276e-02	-7.1953831365e-02	3.9215069833e-01	
1.5800000000e+02	6.0677742519e-01	9.4648115542e-02	7.0579588820e-02	9.4648115542e-02	-7.0579588820e-02	3.9322257481e-01	
1.5900000000e+02	6.0572567299e-01	9.3569832087e-02	6.9228928734e-02	9.3569832087e-02	-6.9228928734e-02	3.9427432701e-01	
1.6000000000e+02	6.0468808786e-01	9.2495041312e-02	6.7894937948e-02	9.2495041312e-02	-6.7894937948e-02	3.9531191214e-01	
1.6100000000e+02	6.0367649540e-01	9.1428691286e-02	6.6591101225e-02	9.1428691286e-02	-6.6591101225e-02	3.9632350460e-01	
1.6200000000e+02	6.0268538185e-01	9.0368225061e-02	6.5312318902e-02	9.0368225061e-02	-6.5312318902e-02	3.9731461815e-01	
1.6300000000e+02	6.0170866628e-01	8.9312020729e-02	6.4051387240e-02	8.9312020729e-02	-6.4051387240e-02	3.9829133372e-01	
1.6400000000e+02	6.0075460895e-01	8.8262829157e-02	6.2818798208e-02	8.8262829157e-02	-6.2818798208e-02	3.9924539105e-01	
1.6500000000e+02	5.9981573425e-01	8.7219868404e-02	6.1605035163e-02	8.7219868404e-02	-6.1605035163e-02	4.0018426575e-01	
1.6600000000e+02	5.9889648258e-01	8.6184321581e-02	6.0416272368e-02	8.6184321581e-02	-6.0416272368e-02	4.0110351742e-01	
1.6700000000e+02	5.9799180846e-01	8.5153668972e-02	5.9246723140e-02	8.5153668972e-02	-5.9246723140e-02	4.0200819154e-01	
1.6800000000e+02	5.9711449213e-01	8.4132064715e-02	5.8114170763e-02	8.4132064715e-02	-5.8114170763e-02	4.0288550787e-01	
1.6900000000e+02	5.9624201133e-01	8.3112804920e-02	5.6988075244e-02	8.3112804920e-02	-5.6988075244e-02	4.0375798867e-01	
1.7000000000e+02	5.9539148435e-01	8.2104494491e-02	5.5891260795e-02	8.2104494491e-02	-5.5891260795e-02	4.0460851565e-01	
1.7100000000e+02	5.9455953525e-01	8.1103808704e-02	5.4820613055e-02	8.1103808704e-02	-5.4820613055e-02	4.0544046475e-01	
1.7200000000e+02	5.9374177204e-01	8.0108918977e-02	5.3770301626e-02	8.0108918977e-02	-5.3770301626e-02	4.0625822796e-01	
1.7300000000e+02	5.9293635860e-01	7.9119067860e-02	5.2737793268e-02	7.9119067860e-02	-5.2737793268e-02	4.0706364140e-01	
1.7400000000e+02	5.9215080807e-01	7.8140387588e-02	5.1734132613e-02	7.8140387588e-02	-5.1734132613e-02	4.0784919193e-01	
1.7500000000e+02	5.9137957173e-01	7.7168469188e-02	5.0751967270e-02	7.7168469188e-02	-5.0751967270e-02	4.0862042827e-01	
1.7600000000e+02	5.9062162710e-01	7.6202721760e-02	4.9790043846e-02	7.6202721760e-02	-4.9790043846e-02	4.0937837290e-01	
1.7700000000e+02	5.8987795795e-01	7.5243661695e-02	4.8850075969e-02	7.5243661695e-02	-4.8850075969e-02	4.1012204205e-01	
1.7800000000e+02	5.8914922509e-01	7.4293764372e-02	4.7933592136e-02	7.4293764372e-02	-4.7933592136e-02	4.1085077491e-01	
1.7900000000e+02	5.8843418416e-01	7.3351398323e-02	4.7038978088e-02	7.3351398323e-02	-4.7038978088e-02	4.1156581584e-01	
1.8000000000e+02	5.8772989696e-01	7.2414530775e-02	4.6161718951e-02	7.2414530775e-02	-4.6161718951e-02	4.1227010304e-01	
1.8100000000e+02	5.8704485022e-01	7.1486904484e-02	4.5315878891e-02	7.1486904484e-02	-4.5315878891e-02	4.1295514978e-01	
1.8200000000e+02	5.8636518541e-01	7.0563469703e-02	4.4479293655e-02	7.0563469703e-02	-4.4479293655e-02	4.1363481459e-01	
1.8300000000e+02	5.8569981489e-01	6.9651167518e-02	4.3667289102e-02	6.9651167518e-02	-4.3667289102e-02	4.1430018511e-01	
1.8400000000e+02	5.8504931785e-01	6.8748439568e-02	4.2881289731e-02	6.8748439568e-02	-4.2881289731e-02	4.1495068215e-01	
1.8500000000e+02	5.8440946514e-01	6.7852510292e-02	4.2114201466e-02	6.7852510292e-02	-4.2114201466e-02	4.1559053486e-01	
1.8600000000e+02	5.8377985553e-01	6.6963149175e-02	4.1365480941e-02	6.6963149175e-02	-4.1365480941e-02	4.1622014447e-01	
1.8700000000e+02	5.8316156817e-01	6.6081094069e-02	4.0637262858e-02	6.6081094069e-02	-4.0637262858e-02	4.1683843183e-01	
1.8800000000e+02	5.8255667034e-01	6.5207812102e-02	3.9933677449e-02	6.5207812102e-02	-3.9933677449e-02	4.1744332966e-01	
1.8900000000e+02	5.8195755419e-01	6.4339420333e-02	3.9241387899e-02	6.4339420333e-02	-3.9241387899e-02	4.1804244581e-01	
1.9000000000e+02	5.8137104922e-01	6.3484033482e-02	3.8575249461e-02	6.3484033482e-02	-3.8575249461e-02	4.1862895078e-01	
1.9100000000e+02	5.8079443765e-01	6.2634626535e-02	3.7927833111e-02	6.2634626535e-02	-3.7927833111e-02	4.1920556235e-01	
1.9200000000e+02	5.8022856564e-01	6.1793078085e-02	3.7301620137e-02	6.1793078085e-02	-3.7301620137e-02	4.1977143436e-01	
