t	rho11	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	rho22	
1.4000000000e+01	9.7549038827e-01	1.9665129258e-02	1.5073449006e-01	1.9665129258e-02	-1.5073449006e-01	2.4509611731e-02	
1.5000000000e+01	9.7203207545e-01	2.2357516922e-02	1.6044300286e-01	2.2357516922e-02	-1.6044300286e-01	2.7967924549e-02	
1.6000000000e+01	9.6824596697e-01	2.5270979924e-02	1.6982183831e-01	2.5270979924e-02	-1.6982183831e-01	3.1754033027e-02	
1.7000000000e+01	9.6431082545e-01	2.8280220390e-02	1.7903235488e-01	2.8280220390e-02	-1.7903235488e-01	3.5689174551e-02	
1.8000000000e+01	9.6018687355e-01	3.1410801590e-02	1.8802962779e-01	3.1410801590e-02	-1.8802962779e-01	3.9813126450e-02	
1.9000000000e+01	9.5579932768e-01	3.4701433537e-02	1.9669482388e-01	3.4701433537e-02	-1.9669482388e-01	4.4200672322e-02	
2.0000000000e+01	9.5129465459e-01	3.8060923982e-02	2.0520455318e-01	3.8060923982e-02	-2.0520455318e-01	4.8705345410e-02	
2.1000000000e+01	9.4653800080e-01	4.1563420264e-02	2.1336185502e-01	4.1563420264e-02	-2.1336185502e-01	5.3461999196e-02	
2.2000000000e+01	9.4161983110e-01	4.5150397421e-02	2.2126913337e-01	4.5150397421e-02	-2.2126913337e-01	5.8380168897e-02	
2.3000000000e+01	9.3656968904e-01	4.8806402701e-02	2.2897212109e-01	4.8806402701e-02	-2.2897212109e-01	6.3430310957e-02	
2.4000000000e+01	9.3126698454e-01	5.2581852930e-02	2.3624309669e-01	5.2581852930e-02	-2.3624309669e-01	6.8733015457e-02	
2.5000000000e+01	9.2587071492e-01	5.6397644124e-02	2.4334170809e-01	5.6397644124e-02	-2.4334170809e-01	7.4129285084e-02	
2.6000000000e+01	9.2028262294e-01	6.0293250148e-02	2.5007783903e-01	6.0293250148e-02	-2.5007783903e-01	7.9717377057e-02	
2.7000000000e+01	9.1454642534e-01	6.4240849506e-02	2.5650443357e-01	6.4240849506e-02	-2.5650443357e-01	8.5453574664e-02	
2.8000000000e+01	9.0871515064e-01	6.8221826221e-02	2.6273231982e-01	6.8221826221e-02	-2.6273231982e-01	9.1284849355e-02	
2.9000000000e+01	9.0267111163e-01	7.2261492160e-02	2.6846711026e-01	7.2261492160e-02	-2.6846711026e-01	9.7328888366e-02	
3.0000000000e+01	8.9655876723e-01	7.6315068685e-02	2.7402886943e-01	7.6315068685e-02	-2.7402886943e-01	1.0344123277e-01	
3.1000000000e+01	8.9029578214e-01	8.0396912161e-02	2.7920182230e-01	8.0396912161e-02	-2.7920182230e-01	1.0970421786e-01	
3.2000000000e+01	8.8392309576e-01	8.4487797365e-02	2.8405745022e-01	8.4487797365e-02	-2.8405745022e-01	1.1607690424e-01	
3.3000000000e+01	8.7747273858e-01	8.8585084301e-02	2.8868840550e-01	8.8585084301e-02	-2.8868840550e-01	1.2252726142e-01	
3.4000000000e+01	8.7087336026e-01	9.2675532716e-02	2.9283194459e-01	9.2675532716e-02	-2.9283194459e-01	1.2912663974e-01	
3.5000000000e+01	8.6422875075e-01	9.6759628882e-02	2.9681495725e-01	9.6759628882e-02	-2.9681495725e-01	1.3577124925e-01	
3.6000000000e+01	8.5746321422e-01	1.0081871835e-01	3.0034518547e-01	1.0081871835e-01	-3.0034518547e-01	1.4253678578e-01	
3.7000000000e+01	8.5063932733e-01	1.0485352978e-01	3.0362095539e-01	1.0485352978e-01	-3.0362095539e-01	1.4936067267e-01	
3.8000000000e+01	8.4374685103e-01	1.0885980300e-01	3.0659761587e-01	1.0885980300e-01	-3.0659761587e-01	1.5625314897e-01	
3.9000000000e+01	8.3677722879e-01	1.1281191800e-01	3.0917264876e-01	1.1281191800e-01	-3.0917264876e-01	1.6322277121e-01	
4.0000000000e+01	8.2977869023e-01	1.1674373307e-01	3.1159714098e-01	1.1674373307e-01	-3.1159714098e-01	1.7022130977e-01	
4.1000000000e+01	8.2269655917e-01	1.2058185414e-01	3.1348248531e-01	1.2058185414e-01	-3.1348248531e-01	1.7730344083e-01	
4.2000000000e+01	8.1559841297e-01	1.2439205543e-01	3.1523477915e-01	1.2439205543e-01	-3.1523477915e-01	1.8440158703e-01	
4.3000000000e+01	8.0845108486e-01	1.2811361442e-01	3.1656981873e-01	1.2811361442e-01	-3.1656981873e-01	1.9154891514e-01	
4.4000000000e+01	8.0128391371e-01	1.3177308428e-01	3.1765753676e-01	1.3177308428e-01	-3.1765753676e-01	1.9871608629e-01	
4.5000000000e+01	7.9409389692e-01	1.3536106977e-01	3.1846050891e-01	1.3536106977e-01	-3.1846050891e-01	2.0590610308e-01	
4.6000000000e+01	7.8688884717e-01	1.3884481430e-01	3.1890379755e-01	1.3884481430e-01	-3.1890379755e-01	2.1311115283e-01	
4.7000000000e+01	7.7967708280e-01	1.4228199866e-01	3.1918643026e-01	1.4228199866e-01	-3.1918643026e-01	2.2032291720e-01	
4.8000000000e+01	7.7246430281e-01	1.4556771601e-01	3.1900863427e-01	1.4556771601e-01	-3.1900863427e-01	2.2753569719e-01	
4.9000000000e+01	7.6525370444e-01	1.4881669426e-01	3.1872625339e-01	1.4881669426e-01	-3.1872625339e-01	2.3474629556e-01	
5.0000000000e+01	7.5805990915e-01	1.5190647873e-01	3.1801217351e-01	1.5190647873e-01	-3.1801217351e-01	2.4194009085e-01	
5.1000000000e+01	7.5087862139e-01	1.5493382876e-01	3.1714561406e-01	1.5493382876e-01	-3.1714561406e-01	2.4912137861e-01	
5.2000000000e+01	7.4372358809e-01	1.5783012304e-01	3.1595898578e-01	1.5783012304e-01	-3.1595898578e-01	2.5627641191e-01	
5.3000000000e+01	7.3659855106e-01	1.6062031363e-01	3.1453729445e-01	1.6062031363e-01	-3.1453729445e-01	2.6340144894e-01	
5.4000000000e+01	7.2950134988e-01	1.6331204246e-01	3.1289747006e-01	1.6331204246e-01	-3.1289747006e-01	2.7049865012e-01	
5.5000000000e+01	7.2245809118e-01	1.6585231418e-01	3.1095160937e-01	1.6585231418e-01	-3.1095160937e-01	2.7754190882e-01	
5.6000000000e+01	7.1543712842e-01	1.6832998444e-01	3.0887925533e-01	1.6832998444e-01	-3.0887925533e-01	2.8456287158e-01	
5.7000000000e+01	7.0849967395e-01	1.7061031109e-01	3.0644175547e-01	1.7061031109e-01	-3.0644175547e-01	2.9150032605e-01	
5.8000000000e+01	7.0157955470e-01	1.7285176800e-01	3.0393448566e-01	1.7285176800e-01	-3.0393448566e-01	2.9842044530e-01	
5.9000000000e+01	6.9476345229e-01	1.7487900760e-01	3.0106326421e-01	1.7487900760e-01	-3.0106326421e-01	3.0523654771e-01	
6.0000000000e+01	6.8797615726e-01	1.7685336984e-01	2.9810942076e-01	1.7685336984e-01	-2.9810942076e-01	3.1202384274e-01	
6.1000000000e+01	6.8128721366e-01	1.7864720318e-01	2.9487349710e-01	1.7864720318e-01	-2.9487349710e-01	3.1871278634e-01	
6.2000000000e+01	6.7465259791e-01	1.8035078985e-01	2.9150782301e-01	1.8035078985e-01	-2.9150782301e-01	3.2534740209e-01	
6.3000000000e+01	6.6810631512e-01	1.8190764228e-01	2.8793118454e-01	1.8190764228e-01	-2.8793118454e-01	3.3189368488e-01	
6.4000000000e+01	6.6164248655e-01	1.8333920624e-01	2.8418890438e-01	1.8333920624e-01	-2.8418890438e-01	3.3835751345e-01	
6.5000000000e+01	6.5525363390e-01	1.8465684495e-01	2.8029600564e-01	1.8465684495e-01	-2.8029600564e-01	3.4474636610e-01	
6.6000000000e+01	6.4897690469e-01	1.8581744832e-01	2.7621254339e-01	1.8581744832e-01	-2.7621254339e-01	3.5102309531e-01	
6.7000000000e+01	6.4275952872e-01	1.8689492405e-01	2.7202820515e-01	1.8689492405e-01	-2.7202820515e-01	3.5724047128e-01	
6.8000000000e+01	6.3668437057e-01	1.8778780230e-01	2.6763891580e-01	1.8778780230e-01	-2.6763891580e-01	3.6331562943e-01	
6.9000000000e+01	6.3065180769e-01	1.8862539227e-01	2.6318824211e-01	1.8862539227e-01	-2.6318824211e-01	3.6934819231e-01	
7.0000000000e+01	6.2479080892e-01	1.8925580841e-01	2.5852815431e-01	1.8925580841e-01	-2.5852815431e-01	3.7520919108e-01	
7.1000000000e+01	6.1895569969e-01	1.8985496141e-01	2.5383646531e-01	1.8985496141e-01	-2.5383646531e-01	3.8104430031e-01	
7.2000000000e+01	6.1331952225e-01	1.9023005103e-01	2.4894003159e-01	1.9023005103e-01	-2.4894003159e-01	3.8668047775e-01	
7.3000000000e+01	6.0769614947e-01	1.9059089054e-01	2.4403081093e-01	1.9059089054e-01	-2.4403081093e-01	3.9230385053e-01	
7.4000000000e+01	6.0229116093e-01	1.9072194278e-01	2.3893366117e-01	1.9072194278e-01	-2.3893366117e-01	3.9770883907e-01	
7.5000000000e+01	5.9689732730e-01	1.9084202235e-01	2.3382859272e-01	1.9084202235e-01	-2.3382859272e-01	4.0310267270e-01	
7.6000000000e+01	5.9172368969e-01	1.9074550291e-01	2.2856721042e-01	1.9074550291e-01	-2.2856721042e-01	4.0827631031e-01	
7.7000000000e+01	5.8656462666e-01	1.9063558197e-01	2.2329746686e-01	1.9063558197e-01	-2.2329746686e-01	4.1343537334e-01	
7.8000000000e+01	5.8163234802e-01	1.9031712979e-01	2.1789761969e-01	1.9031712979e-01	-2.1789761969e-01	4.1836765198e-01	
7.9000000000e+01	5.7671113404e-01	1.8998917463e-01	2.1249280232e-01	1.8998917463e-01	-2.1249280232e-01	4.2328886596e-01	
8.0000000000e+01	5.7202960164e-01	1.8945536698e-01	2.0698032084e-01	1.8945536698e-01	-2.0698032084e-01	4.2797039836e-01	
8.1000000000e+01	5.6734806924e-01	1.8892155934e-01	2.0146783936e-01	1.8892155934e-01	-2.0146783936e-01	4.3265193076e-01	
8.2000000000e+01	5.6292508195e-01	1.8818066171e-01	1.9586894710e-01	1.8818066171e-01	-1.9586894710e-01	4.3707491805e-01	
8.3000000000e+01	5.5850307715e-01	1.8743897714e-01	1.9026972647e-01	1.8743897714e-01	-1.9026972647e-01	4.4149692285e-01	
8.4000000000e+01	5.5432550898e-01	1.8651511388e-01	1.8461502429e-01	1.8651511388e-01	-1.8461502429e-01	4.4567449102e-01	
8.5000000000e+01	5.5017122236e-01	1.8557389888e-01	1.7895503773e-01	1.8557389888e-01	-1.7895503773e-01	4.4982877764e-01	
8.6000000000e+01	5.4623459225e-01	1.8448221291e-01	1.7326762981e-01	1.8448221291e-01	-1.7326762981e-01	4.5376540775e-01	
8.7000000000e+01	5.4235563973e-01	1.8335065310e-01	1.6757295539e-01	1.8335065310e-01	-1.6757295539e-01	4.5764436027e-01	
8.8000000000e+01	5.3865290145e-01	1.8210655824e-01	1.6187300069e-01	1.8210655824e-01	-1.6187300069e-01	4.6134709855e-01	
8.9000000000e+01	5.3505634207e-01	1.8079465476e-01	1.5616986431e-01	1.8079465476e-01	-1.5616986431e-01	4.6494365793e-01	
9.0000000000e+01	5.3157769500e-01	1.7941355701e-01	1.5047406379e-01	1.7941355701e-01	-1.5047406379e-01	4.6842230500e-01	
9.1000000000e+01	5.2827005179e-01	1.7793210942e-01	1.4478890217e-01	1.7793210942e-01	-1.4478890217e-01	4.7172994821e-01	
9.2000000000e+01	5.2500244691e-01	1.7642921117e-01	1.3910979777e-01	1.7642921117e-01	-1.3910979777e-01	4.7499755309e-01	
9.3000000000e+01	5.2198796360e-01	1.7479070234e-01	1.3346898691e-01	1.7479070234e-01	-1.3346898691e-01	4.7801203640e-01	
9.4000000000e+01	5.1897348029e-01	1.7315219351e-01	1.2782817605e-01	1.7315219351e-01	-1.2782817605e-01	4.8102651971e-01	
9.5000000000e+01	5.1620249021e-01	1.7139548197e-01	1.2224521601e-01	1.7139548197e-01	-1.2224521601e-01	4.8379750979e-01	
9.6000000000e+01	5.1348148703e-01	1.6961450451e-01	1.1667413219e-01	1.6961450451e-01	-1.1667413219e-01	4.8651851297e-01	
9.7000000000e+01	5.1090780284e-01	1.6776929488e-01	1.1115039259e-01	1.6776929488e-01	-1.1115039259e-01	4.8909219716e-01	
9.8000000000e+01	5.0847769794e-01	1.6586148361e-01	1.0567279538e-01	1.6586148361e-01	-1.0567279538e-01	4.9152230206e-01	
9.9000000000e+01	5.0609701085e-01	1.6393452953e-01	1.0021512245e-01	1.6393452953e-01	-1.0021512245e-01	4.9390298915e-01	
1.0000000000e+02	5.0395360927e-01	1.6191565899e-01	9.4853118395e-02	1.6191565899e-01	-9.4853118395e-02	4.9604639073e-01	
1.0100000000e+02	5.0181020768e-01	1.5989678845e-01	8.9491114337e-02	1.5989678845e-01	-8.9491114337e-02	4.9818979232e-01	
1.0200000000e+02	4.9989972682e-01	1.5779888657e-01	8.4241791959e-02	1.5779888657e-01	-8.4241791959e-02	5.0010027318e-01	
1.0300000000e+02	4.9803775584e-01	1.5568452500e-01	7.9015937541e-02	1.5568452500e-01	-7.9015937541e-02	5.0196224416e-01	
1.0400000000e+02	4.9630525289e-01	1.5353241506e-01	7.3863110435e-02	1.5353241506e-01	-7.3863110435e-02	5.0369474711e-01	
1.0500000000e+02	4.9471856947e-01	1.5133778921e-01	6.8792533824e-02	1.5133778921e-01	-6.8792533824e-02	5.0528143053e-01	
1.0600000000e+02	4.9315814109e-01	1.4913675214e-01	6.3738919585e-02	1.4913675214e-01	-6.3738919585e-02	5.0684185891e-01	
1.0700000000e+02	4.9183959039e-01	1.4687665089e-01	5.8841573262e-02	1.4687665089e-01	-5.8841573262e-02	5.0816040961e-01	
1.0800000000e+02	4.9052103968e-01	1.4461654964e-01	5.3944226938e-02	1.4461654964e-01	-5.3944226938e-02	5.0947896032e-01	
1.0900000000e+02	4.8935561196e-01	1.4232567345e-01	4.9156763387e-02	1.4232567345e-01	-4.9156763387e-02	5.1064438804e-01	
1.1000000000e+02	4.8827726964e-01	1.4001820268e-01	4.4433387296e-02	1.4001820268e-01	-4.4433387296e-02	5.1172273036e-01	
1.1100000000e+02	4.8733744749e-01	1.3768790300e-01	3.9818211971e-02	1.3768790300e-01	-3.9818211971e-02	5.1266255251e-01	
1.1200000000e+02	4.8649228450e-01	1.3534500691e-01	3.5281804241e-02	1.3534500691e-01	-3.5281804241e-02	5.1350771550e-01	
1.1300000000e+02	4.8573377742e-01	1.3299130854e-01	3.0819518273e-02	1.3299130854e-01	-3.0819518273e-02	5.1426622258e-01	
1.1400000000e+02	4.8510500770e-01	1.3062369189e-01	2.6474430609e-02	1.3062369189e-01	-2.6474430609e-02	5.1489499230e-01	
1.1500000000e+02	4.8454420336e-01	1.2825181378e-01	2.2192550699e-02	1.2825181378e-01	-2.2192550699e-02	5.1545579664e-01	
1.1600000000e+02	4.8407519698e-01	1.2587443292e-01	1.7996745779e-02	1.2587443292e-01	-1.7996745779e-02	5.1592480302e-01	
1.1700000000e+02	4.8372266429e-01	1.2349274077e-01	1.3917573519e-02	1.2349274077e-01	-1.3917573519e-02	5.1627733571e-01	
1.1800000000e+02	4.8345989047e-01	1.2111013334e-01	9.9333840506e-03	1.2111013334e-01	-9.9333840506e-03	5.1654010953e-01	
1.1900000000e+02	4.8327944959e-01	1.1872812154e-01	6.0393665280e-03	1.1872812154e-01	-6.0393665280e-03	5.1672055041e-01	
1.2000000000e+02	4.8317550647e-01	1.1634779461e-01	2.2314967328e-03	1.1634779461e-01	-2.2314967328e-03	5.1682449353e-01	
1.2100000000e+02	4.8317890225e-01	1.1397244222e-01	-1.4501846159e-03	1.1397244222e-01	1.4501846159e-03	5.1682109775e-01	
1.2200000000e+02	4.8325965968e-01	1.1160323999e-01	-5.0357281830e-03	1.1160323999e-01	5.0357281830e-03	5.1674034032e-01	
1.2300000000e+02	4.8339045371e-01	1.0923801560e-01	-8.5590909872e-03	1.0923801560e-01	8.5590909872e-03	5.1660954629e-01	
1.2400000000e+02	4.8362694198e-01	1.0688765168e-01	-1.1947567392e-02	1.0688765168e-01	1.1947567392e-02	5.1637305802e-01	
1.2500000000e+02	4.8393831323e-01	1.0454786419e-01	-1.5232753271e-02	1.0454786419e-01	1.5232753271e-02	5.1606168677e-01	
1.2600000000e+02	4.8432632979e-01	1.0222116598e-01	-1.8408428435e-02	1.0222116598e-01	1.8408428435e-02	5.1567367021e-01	
1.2700000000e+02	4.8477891382e-01	9.9907327939e-02	-2.1488325079e-02	9.9907327939e-02	2.1488325079e-02	5.1522108618e-01	
1.2800000000e+02	4.8530068645e-01	9.7608336181e-02	-2.4463451871e-02	9.7608336181e-02	2.4463451871e-02	5.1469931355e-01	
1.2900000000e+02	4.8588454480e-01	9.5326070123e-02	-2.7339551962e-02	9.5326070123e-02	2.7339551962e-02	5.1411545520e-01	
1.3000000000e+02	4.8652586569e-01	9.3059751989e-02	-3.0122253266e-02	9.3059751989e-02	3.0122253266e-02	5.1347413431e-01	
1.3100000000e+02	4.8724879021e-01	9.0818004195e-02	-3.2765140301e-02	9.0818004195e-02	3.2765140301e-02	5.1275120979e-01	
1.3200000000e+02	4.8801130131e-01	8.8591815680e-02	-3.5337296430e-02	8.8591815680e-02	3.5337296430e-02	5.1198869869e-01	
1.3300000000e+02	4.8883402383e-01	8.6389478308e-02	-3.7799937273e-02	8.6389478308e-02	3.7799937273e-02	5.1116597617e-01	
1.3400000000e+02	4.8971079113e-01	8.4209080447e-02	-4.0158740775e-02	8.4209080447e-02	4.0158740775e-02	5.1028920887e-01	
1.3500000000e+02	4.9065265468e-01	8.2058155309e-02	-4.2385462088e-02	8.2058155309e-02	4.2385462088e-02	5.0934734532e-01	
1.3600000000e+02	4.9164061771e-01	7.9930575051e-02	-4.4512989229e-02	7.9930575051e-02	4.4512989229e-02	5.0835938229e-01	
1.3700000000e+02	4.9265704468e-01	7.7817488391e-02	-4.6579087699e-02	7.7817488391e-02	4.6579087699e-02	5.0734295532e-01	
1.3800000000e+02	4.9373856265e-01	7.5743766815e-02	-4.8495643456e-02	7.5743766815e-02	4.8495643456e-02	5.0626143735e-01	
1.3900000000e+02	4.9485975465e-01	7.3695887615e-02	-5.0314046251e-02	7.3695887615e-02	5.0314046251e-02	5.0514024535e-01	
1.4000000000e+02	4.9601188912e-01	7.1668900808e-02	-5.2053440618e-02	7.1668900808e-02	5.2053440618e-02	5.0398811088e-01	
1.4100000000e+02	4.9721570499e-01	6.9678894858e-02	-5.3653987591e-02	6.9678894858e-02	5.3653987591e-02	5.0278429501e-01	
1.4200000000e+02	4.9843966268e-01	6.7707328202e-02	-5.5195604192e-02	6.7707328202e-02	5.5195604192e-02	5.0156033732e-01	
1.4300000000e+02	4.9969911171e-01	6.5768252931e-02	-5.6633381170e-02	6.5768252931e-02	5.6633381170e-02	5.0030088829e-01	
1.4400000000e+02	5.0099890041e-01	6.3870048853e-02	-5.7941008139e-02	6.3870048853e-02	5.7941008139e-02	4.9900109959e-01	
1.4500000000e+02	5.0232267259e-01	6.1998867745e-02	-5.9164591385e-02	6.1998867745e-02	5.9164591385e-02	4.9767732741e-01	
1.4600000000e+02	5.0367156908e-01	6.0157515907e-02	-6.0295833514e-02	6.0157515907e-02	6.0295833514e-02	4.9632843092e-01	
1.4700000000e+02	5.0504435406e-01	5.8346654439e-02	-6.1333197133e-02	5.8346654439e-02	6.1333197133e-02	4.9495564594e-01	
1.4800000000e+02	5.0644286098e-01	5.6572426478e-02	-6.2259945505e-02	5.6572426478e-02	6.2259945505e-02	4.9355713902e-01	
1.4900000000e+02	5.0786297550e-01	5.4834188537e-02	-6.3081674555e-02	5.4834188537e-02	6.3081674555e-02	4.9213702450e-01	
1.5000000000e+02	5.0929527311e-01	5.3118590087e-02	-6.3839043853e-02	5.3118590087e-02	6.3839043853e-02	4.9070472689e-01	
1.5100000000e+02	5.1074610898e-01	5.1440796621e-02	-6.4491122662e-02	5.1440796621e-02	6.4491122662e-02	4.8925389102e-01	
1.5200000000e+02	5.1221173589e-01	4.9800718684e-02	-6.5041312481e-02	4.9800718684e-02	6.5041312481e-02	4.8778826411e-01	
1.5300000000e+02	5.1368601408e-01	4.8185582180e-02	-6.5525192502e-02	4.8185582180e-02	6.5525192502e-02	4.8631398592e-01	
1.5400000000e+02	5.1517182385e-01	4.6609162432e-02	-6.5907935979e-02	4.6609162432e-02	6.5907935979e-02	4.8482817615e-01	
1.5500000000e+02	5.1666612751e-01	4.5072304829e-02	-6.6187921977e-02	4.5072304829e-02	6.6187921977e-02	4.8333387249e-01	
1.5600000000e+02	5.1816355212e-01	4.3552175268e-02	-6.6425903228e-02	4.3552175268e-02	6.6425903228e-02	4.8183644788e-01	
1.5700000000e+02	5.1966653448e-01	4.2083513936e-02	-6.6545533413e-02	4.2083513936e-02	6.6545533413e-02	4.8033346552e-01	
1.5800000000e+02	5.2117132529e-01	4.0647232339e-02	-6.6582435050e-02	4.0647232339e-02	6.6582435050e-02	4.7882867471e-01	
1.5900000000e+02	5.2267605789e-01	3.9242280651e-02	-6.6543818166e-02	3.9242280651e-02	6.6543818166e-02	4.7732394211e-01	
1.6000000000e+02	5.2417866218e-01	3.7877046892e-02	-6.6412605507e-02	3.7877046892e-02	6.6412605507e-02	4.7582133782e-01	
1.6100000000e+02	5.2567715311e-01	3.6543123759e-02	-6.6210678165e-02	3.6543123759e-02	6.6210678165e-02	4.7432284689e-01	
1.6200000000e+02	5.2717223415e-01	3.5235156489e-02	-6.5950129813e-02	3.5235156489e-02	6.5950129813e-02	4.7282776585e-01	
1.6300000000e+02	5.2865830082e-01	3.3969647325e-02	-6.5596921948e-02	3.3969647325e-02	6.5596921948e-02	4.7134169918e-01	
1.6400000000e+02	5.3013748701e-01	3.2731411174e-02	-6.5185051885e-02	3.2731411174e-02	6.5185051885e-02	4.6986251299e-01	
1.6500000000e+02	5.3160617149e-01	3.1529230771e-02	-6.4696734524e-02	3.1529230771e-02	6.4696734524e-02	4.6839382851e-01	
1.6600000000e+02	5.3305985193e-01	3.0367990850e-02	-6.4124316204e-02	3.0367990850e-02	6.4124316204e-02	4.6694014807e-01	
1.6700000000e+02	5.3450505302e-01	2.9228087165e-02	-6.3508371172e-02	2.9228087165e-02	6.3508371172e-02	4.6549494698e-01	
1.6800000000e+02	5.3593355463e-01	2.8126841944e-02	-6.2814423430e-02	2.8126841944e-02	6.2814423430e-02	4.6406644537e-01	
1.6900000000e+02	5.3734585783e-01	2.7057971943e-02	-6.2057593011e-02	2.7057971943e-02	6.2057593011e-02	4.6265414217e-01	
1.7000000000e+02	5.3873568452e-01	2.6029564507e-02	-6.1224211476e-02	2.6029564507e-02	6.1224211476e-02	4.6126431548e-01	
1.7100000000e+02	5.4010762799e-01	2.5030094678e-02	-6.0337761376e-02	2.5030094678e-02	6.0337761376e-02	4.5989237201e-01	
1.7200000000e+02	5.4146566582e-01	2.4053010723e-02	-5.9410324122e-02	2.4053010723e-02	5.9410324122e-02	4.5853433418e-01	
1.7300000000e+02	5.4279429252e-01	2.3118607974e-02	-5.8406473998e-02	2.3118607974e-02	5.8406473998e-02	4.5720570748e-01	
1.7400000000e+02	5.4410145445e-01	2.2212801043e-02	-5.7354115286e-02	2.2212801043e-02	5.7354115286e-02	4.5589854555e-01	
1.7500000000e+02	5.4538757393e-01	2.1334320344e-02	-5.6256211930e-02	2.1334320344e-02	5.6256211930e-02	4.5461242607e-01	
1.7600000000e+02	5.4664492243e-01	2.0490292839e-02	-5.5100032770e-02	2.0490292839e-02	5.5100032770e-02	4.5335507757e-01	
1.7700000000e+02	5.4787923834e-01	1.9672710326e-02	-5.3900318209e-02	1.9672710326e-02	5.3900318209e-02	4.5212076166e-01	
1.7800000000e+02	5.4908622754e-01	1.8885081935e-02	-5.2652849721e-02	1.8885081935e-02	5.2652849721e-02	4.5091377246e-01	
1.7900000000e+02	5.5025769934e-01	1.8133693263e-02	-5.1349518398e-02	1.8133693263e-02	5.1349518398e-02	4.4974230066e-01	
1.8000000000e+02	5.5140303550e-01	1.7407543547e-02	-5.0008704358e-02	1.7407543547e-02	5.0008704358e-02	4.4859696450e-01	
1.8100000000e+02	5.5251998398e-01	1.6707949336e-02	-4.8629521451e-02	1.6707949336e-02	4.8629521451e-02	4.4748001602e-01	
1.8200000000e+02	5.5360707942e-01	1.6035280565e-02	-4.7212814705e-02	1.6035280565e-02	4.7212814705e-02	4.4639292058e-01	
1.8300000000e+02	5.5465153632e-01	1.5399010111e-02	-4.5748121013e-02	1.5399010111e-02	4.5748121013e-02	4.4534846368e-01	
1.8400000000e+02	5.5566476825e-01	1.4788064774e-02	-4.4252634721e-02	1.4788064774e-02	4.4252634721e-02	4.4433523175e-01	
1.8500000000e+02	5.5665583606e-01	1.4195058643e-02	-4.2735412455e-02	1.4195058643e-02	4.2735412455e-02	4.4334416394e-01	
1.8600000000e+02	5.5760077375e-01	1.3636473412e-02	-4.1173656895e-02	1.3636473412e-02	4.1173656895e-02	4.4239922625e-01	
1.8700000000e+02	5.5851283707e-01	1.3101607662e-02	-3.9584591577e-02	1.3101607662e-02	3.9584591577e-02	4.4148716293e-01	
1.8800000000e+02	5.5939137457e-01	1.2590314527e-02	-3.7970022232e-02	1.2590314527e-02	3.7970022232e-02	4.4060862543e-01	
1.8900000000e+02	5.6023461330e-01	1.2103178555e-02	-3.6330618443e-02	1.2103178555e-02	3.6330618443e-02	4.3976538670e-01	
1.9000000000e+02	5.6102743270e-01	1.1649066819e-02	-3.4660630091e-02	1.1649066819e-02	3.4660630091e-02	4.3897256730e-01	
1.9100000000e+02	5.6179916678e-01	1.1207812647e-02	-3.2977662340e-02	1.1207812647e-02	3.2977662340e-02	4.3820083322e-01	
1.9200000000e+02	5.6252544603e-01	1.0793707864e-02	-3.1268467218e-02	1.0793707864e-02	3.1268467218e-02	4.3747455397e-01	
